user_id,sng_id,org_to_rec
00877d231a1d10859eefd4288ecc493fd1ea3589,73616508,False
00877d231a1d10859eefd4288ecc493fd1ea3589,69105409,True
00877d231a1d10859eefd4288ecc493fd1ea3589,858207,True
00877d231a1d10859eefd4288ecc493fd1ea3589,98999728,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3590186,True
00877d231a1d10859eefd4288ecc493fd1ea3589,99976952,True
00877d231a1d10859eefd4288ecc493fd1ea3589,4315684,False
00877d231a1d10859eefd4288ecc493fd1ea3589,5979884,False
00877d231a1d10859eefd4288ecc493fd1ea3589,85463820,True
00877d231a1d10859eefd4288ecc493fd1ea3589,17919329,True
00877d231a1d10859eefd4288ecc493fd1ea3589,5639255,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3103392,True
00877d231a1d10859eefd4288ecc493fd1ea3589,11272651,True
00877d231a1d10859eefd4288ecc493fd1ea3589,7146297,True
00877d231a1d10859eefd4288ecc493fd1ea3589,66465550,True
00877d231a1d10859eefd4288ecc493fd1ea3589,7379246,True
00877d231a1d10859eefd4288ecc493fd1ea3589,106152016,False
00877d231a1d10859eefd4288ecc493fd1ea3589,98083824,False
00877d231a1d10859eefd4288ecc493fd1ea3589,98169664,False
00877d231a1d10859eefd4288ecc493fd1ea3589,71788159,False
00877d231a1d10859eefd4288ecc493fd1ea3589,119437608,False
00877d231a1d10859eefd4288ecc493fd1ea3589,67929161,False
00877d231a1d10859eefd4288ecc493fd1ea3589,60200381,False
00877d231a1d10859eefd4288ecc493fd1ea3589,122946174,False
00877d231a1d10859eefd4288ecc493fd1ea3589,125089724,False
00877d231a1d10859eefd4288ecc493fd1ea3589,249485,False
00877d231a1d10859eefd4288ecc493fd1ea3589,125534414,False
00877d231a1d10859eefd4288ecc493fd1ea3589,67238733,False
00877d231a1d10859eefd4288ecc493fd1ea3589,67556948,True
00877d231a1d10859eefd4288ecc493fd1ea3589,84791735,True
00877d231a1d10859eefd4288ecc493fd1ea3589,101215842,False
00877d231a1d10859eefd4288ecc493fd1ea3589,7674974,False
00877d231a1d10859eefd4288ecc493fd1ea3589,106506512,True
00877d231a1d10859eefd4288ecc493fd1ea3589,62953958,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1183842,True
00877d231a1d10859eefd4288ecc493fd1ea3589,83124206,True
00877d231a1d10859eefd4288ecc493fd1ea3589,91519050,False
00877d231a1d10859eefd4288ecc493fd1ea3589,73707710,False
00877d231a1d10859eefd4288ecc493fd1ea3589,7379244,True
00877d231a1d10859eefd4288ecc493fd1ea3589,4300259,False
00877d231a1d10859eefd4288ecc493fd1ea3589,948047,True
00877d231a1d10859eefd4288ecc493fd1ea3589,983238,True
00877d231a1d10859eefd4288ecc493fd1ea3589,60946207,True
00877d231a1d10859eefd4288ecc493fd1ea3589,107541562,True
00877d231a1d10859eefd4288ecc493fd1ea3589,99976954,True
00877d231a1d10859eefd4288ecc493fd1ea3589,4120079,True
00877d231a1d10859eefd4288ecc493fd1ea3589,4232304,True
00877d231a1d10859eefd4288ecc493fd1ea3589,53062041,True
00877d231a1d10859eefd4288ecc493fd1ea3589,72057624,False
00877d231a1d10859eefd4288ecc493fd1ea3589,94195822,False
00877d231a1d10859eefd4288ecc493fd1ea3589,1267907,False
00877d231a1d10859eefd4288ecc493fd1ea3589,2844443,True
00877d231a1d10859eefd4288ecc493fd1ea3589,983258,True
00877d231a1d10859eefd4288ecc493fd1ea3589,70322130,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3672724,True
00877d231a1d10859eefd4288ecc493fd1ea3589,107541550,True
00877d231a1d10859eefd4288ecc493fd1ea3589,4299868,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1015862,False
00877d231a1d10859eefd4288ecc493fd1ea3589,1015879,False
00877d231a1d10859eefd4288ecc493fd1ea3589,542381,False
00877d231a1d10859eefd4288ecc493fd1ea3589,749095,False
00877d231a1d10859eefd4288ecc493fd1ea3589,3280152,False
00877d231a1d10859eefd4288ecc493fd1ea3589,75837242,False
00877d231a1d10859eefd4288ecc493fd1ea3589,3599709,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3129407,False
00877d231a1d10859eefd4288ecc493fd1ea3589,3100444,False
00877d231a1d10859eefd4288ecc493fd1ea3589,73982869,False
00877d231a1d10859eefd4288ecc493fd1ea3589,15049127,False
00877d231a1d10859eefd4288ecc493fd1ea3589,12275892,False
00877d231a1d10859eefd4288ecc493fd1ea3589,39496541,False
00877d231a1d10859eefd4288ecc493fd1ea3589,6682792,True
00877d231a1d10859eefd4288ecc493fd1ea3589,722656,True
00877d231a1d10859eefd4288ecc493fd1ea3589,2133626,True
00877d231a1d10859eefd4288ecc493fd1ea3589,89755741,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1101731,True
00877d231a1d10859eefd4288ecc493fd1ea3589,95813354,False
00877d231a1d10859eefd4288ecc493fd1ea3589,14954267,False
00877d231a1d10859eefd4288ecc493fd1ea3589,14509804,False
00877d231a1d10859eefd4288ecc493fd1ea3589,1162527,True
00877d231a1d10859eefd4288ecc493fd1ea3589,88476275,True
00877d231a1d10859eefd4288ecc493fd1ea3589,536979,True
00877d231a1d10859eefd4288ecc493fd1ea3589,73707703,True
00877d231a1d10859eefd4288ecc493fd1ea3589,4952889,False
00877d231a1d10859eefd4288ecc493fd1ea3589,120925398,False
00877d231a1d10859eefd4288ecc493fd1ea3589,582820,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1015332,False
00877d231a1d10859eefd4288ecc493fd1ea3589,93477526,False
00877d231a1d10859eefd4288ecc493fd1ea3589,68944621,False
00877d231a1d10859eefd4288ecc493fd1ea3589,68944613,False
00877d231a1d10859eefd4288ecc493fd1ea3589,77897290,False
00877d231a1d10859eefd4288ecc493fd1ea3589,725254,True
00877d231a1d10859eefd4288ecc493fd1ea3589,680516,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3098840,True
00877d231a1d10859eefd4288ecc493fd1ea3589,127248545,True
00877d231a1d10859eefd4288ecc493fd1ea3589,7674983,True
00877d231a1d10859eefd4288ecc493fd1ea3589,94330880,True
00877d231a1d10859eefd4288ecc493fd1ea3589,126884459,True
00877d231a1d10859eefd4288ecc493fd1ea3589,6817186,True
00877d231a1d10859eefd4288ecc493fd1ea3589,907060,False
00877d231a1d10859eefd4288ecc493fd1ea3589,3672726,True
00877d231a1d10859eefd4288ecc493fd1ea3589,4195715,True
00877d231a1d10859eefd4288ecc493fd1ea3589,107541564,True
00877d231a1d10859eefd4288ecc493fd1ea3589,7045617,True
00877d231a1d10859eefd4288ecc493fd1ea3589,10308119,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3590185,True
00877d231a1d10859eefd4288ecc493fd1ea3589,94330906,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1015329,True
00877d231a1d10859eefd4288ecc493fd1ea3589,70383441,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3658608,False
00877d231a1d10859eefd4288ecc493fd1ea3589,54420921,False
00877d231a1d10859eefd4288ecc493fd1ea3589,847605,True
00877d231a1d10859eefd4288ecc493fd1ea3589,13792835,True
00877d231a1d10859eefd4288ecc493fd1ea3589,79967474,True
00877d231a1d10859eefd4288ecc493fd1ea3589,857985,False
00877d231a1d10859eefd4288ecc493fd1ea3589,2232655,True
00877d231a1d10859eefd4288ecc493fd1ea3589,110823952,False
00877d231a1d10859eefd4288ecc493fd1ea3589,4195713,True
00877d231a1d10859eefd4288ecc493fd1ea3589,66266869,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3567808,True
00877d231a1d10859eefd4288ecc493fd1ea3589,962206,True
00877d231a1d10859eefd4288ecc493fd1ea3589,757085,False
00877d231a1d10859eefd4288ecc493fd1ea3589,125540738,True
00877d231a1d10859eefd4288ecc493fd1ea3589,65511752,True
00877d231a1d10859eefd4288ecc493fd1ea3589,7045661,False
00877d231a1d10859eefd4288ecc493fd1ea3589,3157624,False
00877d231a1d10859eefd4288ecc493fd1ea3589,69125288,False
00877d231a1d10859eefd4288ecc493fd1ea3589,952788,True
00877d231a1d10859eefd4288ecc493fd1ea3589,74173002,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3766761,True
00877d231a1d10859eefd4288ecc493fd1ea3589,77484982,True
00877d231a1d10859eefd4288ecc493fd1ea3589,122440564,True
00877d231a1d10859eefd4288ecc493fd1ea3589,7674982,True
00877d231a1d10859eefd4288ecc493fd1ea3589,122944136,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1145131,False
00877d231a1d10859eefd4288ecc493fd1ea3589,109788850,False
00877d231a1d10859eefd4288ecc493fd1ea3589,1078003,True
00877d231a1d10859eefd4288ecc493fd1ea3589,64449028,True
00877d231a1d10859eefd4288ecc493fd1ea3589,870096,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1575375,True
00877d231a1d10859eefd4288ecc493fd1ea3589,84029145,True
00877d231a1d10859eefd4288ecc493fd1ea3589,2232656,True
00877d231a1d10859eefd4288ecc493fd1ea3589,84029129,True
00877d231a1d10859eefd4288ecc493fd1ea3589,4617693,True
00877d231a1d10859eefd4288ecc493fd1ea3589,95254398,True
00877d231a1d10859eefd4288ecc493fd1ea3589,13141229,True
00877d231a1d10859eefd4288ecc493fd1ea3589,113366546,True
00877d231a1d10859eefd4288ecc493fd1ea3589,100067510,True
00877d231a1d10859eefd4288ecc493fd1ea3589,76895654,True
00877d231a1d10859eefd4288ecc493fd1ea3589,82410902,True
00877d231a1d10859eefd4288ecc493fd1ea3589,6817187,True
00877d231a1d10859eefd4288ecc493fd1ea3589,7674975,True
00877d231a1d10859eefd4288ecc493fd1ea3589,627683,True
00877d231a1d10859eefd4288ecc493fd1ea3589,901025,True
00877d231a1d10859eefd4288ecc493fd1ea3589,870090,True
00877d231a1d10859eefd4288ecc493fd1ea3589,114388818,True
00877d231a1d10859eefd4288ecc493fd1ea3589,85495782,True
00877d231a1d10859eefd4288ecc493fd1ea3589,725274,True
00877d231a1d10859eefd4288ecc493fd1ea3589,785176,True
00877d231a1d10859eefd4288ecc493fd1ea3589,126534873,True
00877d231a1d10859eefd4288ecc493fd1ea3589,680518,True
00877d231a1d10859eefd4288ecc493fd1ea3589,725971,True
00877d231a1d10859eefd4288ecc493fd1ea3589,725261,True
00877d231a1d10859eefd4288ecc493fd1ea3589,537724,True
00877d231a1d10859eefd4288ecc493fd1ea3589,94142754,True
00877d231a1d10859eefd4288ecc493fd1ea3589,61002789,True
00877d231a1d10859eefd4288ecc493fd1ea3589,124603270,True
00877d231a1d10859eefd4288ecc493fd1ea3589,16668499,True
00877d231a1d10859eefd4288ecc493fd1ea3589,60200391,True
00877d231a1d10859eefd4288ecc493fd1ea3589,16328411,True
00877d231a1d10859eefd4288ecc493fd1ea3589,85463808,True
00877d231a1d10859eefd4288ecc493fd1ea3589,120026876,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3747667,True
00877d231a1d10859eefd4288ecc493fd1ea3589,114811546,True
00877d231a1d10859eefd4288ecc493fd1ea3589,124606176,True
00877d231a1d10859eefd4288ecc493fd1ea3589,2281107,True
00877d231a1d10859eefd4288ecc493fd1ea3589,7512054,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1132150,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1048898,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1077176,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1048928,True
00877d231a1d10859eefd4288ecc493fd1ea3589,117678828,True
00877d231a1d10859eefd4288ecc493fd1ea3589,1107836,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3157464,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3129663,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3157463,True
00877d231a1d10859eefd4288ecc493fd1ea3589,3145759,True
00877d231a1d10859eefd4288ecc493fd1ea3589,66609426,True
00877d231a1d10859eefd4288ecc493fd1ea3589,67238732,True
00877d231a1d10859eefd4288ecc493fd1ea3589,75197454,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,119972038,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,124218504,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,103071660,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,108272594,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,6297755,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,100328636,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,100328650,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,100328648,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,1141668,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,101326452,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,105851636,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,79502286,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,124603266,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,105069590,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,94065954,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,100328642,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,95254422,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,125600984,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,125089724,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,99358978,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,74732242,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,105501794,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,6297752,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,124635944,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,126935903,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,95254406,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,127875033,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2229726,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,93135848,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,68953820,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,101326446,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,112662374,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,124218514,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,125600956,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,61424044,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,126848547,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2554556,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,110805988,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,26895911,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3129733,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,89359849,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,93135842,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,125089700,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,122703266,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,114438276,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,112736698,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,77349251,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,73956351,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2189056,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,1579474,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,60741560,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,68960931,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,101326476,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,86922279,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3118944,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,70697364,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,870855,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,103214992,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,77784274,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,114438286,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,101326456,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,64346866,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,98087618,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,13789085,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3118947,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,126847459,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,13291255,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,107878888,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,1579481,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,114438294,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2124739,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,12909158,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,101326474,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,125382018,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,83971991,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3099876,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,76290416,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,920894,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,15139378,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,125600952,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,69859179,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,957569,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3135183,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,15044230,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2958765,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,895161,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,249485,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,1162527,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,127731687,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,125654410,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,127787719,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2958761,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3616650,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,4207477,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,962206,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3135171,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2112363,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,73956365,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2958758,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,70697370,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,75212311,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3616627,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,93135826,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,101326464,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,110806008,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,79036873,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,3747691,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,72653446,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,78256688,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,95057442,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,121693458,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,1124454,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,95254404,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,88003683,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,633019,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,63565179,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,122586620,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,93135854,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,126024213,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2554564,False
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,123607620,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,237358,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,106733772,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,125890421,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,2554563,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,110805986,True
018ca9ed6e4c4a466ff2ac0cccc00b0733e8976e,127539473,True
0282983996af7f6b2a27cfff67fc8982619561d6,11801549,False
0282983996af7f6b2a27cfff67fc8982619561d6,125983833,False
0282983996af7f6b2a27cfff67fc8982619561d6,940142,False
0282983996af7f6b2a27cfff67fc8982619561d6,942032,False
0282983996af7f6b2a27cfff67fc8982619561d6,10107282,True
0282983996af7f6b2a27cfff67fc8982619561d6,669243,False
0282983996af7f6b2a27cfff67fc8982619561d6,3104707,False
0282983996af7f6b2a27cfff67fc8982619561d6,62387581,False
0282983996af7f6b2a27cfff67fc8982619561d6,2503278,False
0282983996af7f6b2a27cfff67fc8982619561d6,15218400,False
0282983996af7f6b2a27cfff67fc8982619561d6,6545483,True
0282983996af7f6b2a27cfff67fc8982619561d6,3102130,True
0282983996af7f6b2a27cfff67fc8982619561d6,975144,True
0282983996af7f6b2a27cfff67fc8982619561d6,7818900,False
0282983996af7f6b2a27cfff67fc8982619561d6,7058832,True
0282983996af7f6b2a27cfff67fc8982619561d6,794655,True
0282983996af7f6b2a27cfff67fc8982619561d6,124197134,True
0282983996af7f6b2a27cfff67fc8982619561d6,670897,True
0282983996af7f6b2a27cfff67fc8982619561d6,7035051,True
0282983996af7f6b2a27cfff67fc8982619561d6,61569728,True
0282983996af7f6b2a27cfff67fc8982619561d6,3016114,True
0282983996af7f6b2a27cfff67fc8982619561d6,1561008,True
0282983996af7f6b2a27cfff67fc8982619561d6,17199803,True
0282983996af7f6b2a27cfff67fc8982619561d6,61424048,True
0282983996af7f6b2a27cfff67fc8982619561d6,86258747,True
0282983996af7f6b2a27cfff67fc8982619561d6,1155108,True
0282983996af7f6b2a27cfff67fc8982619561d6,99370418,False
0282983996af7f6b2a27cfff67fc8982619561d6,882951,True
0282983996af7f6b2a27cfff67fc8982619561d6,16668499,True
0282983996af7f6b2a27cfff67fc8982619561d6,3232329,False
0282983996af7f6b2a27cfff67fc8982619561d6,5094205,True
0282983996af7f6b2a27cfff67fc8982619561d6,3141101,True
0282983996af7f6b2a27cfff67fc8982619561d6,3133412,True
0282983996af7f6b2a27cfff67fc8982619561d6,70322130,True
0282983996af7f6b2a27cfff67fc8982619561d6,98182100,True
0282983996af7f6b2a27cfff67fc8982619561d6,9997018,True
0282983996af7f6b2a27cfff67fc8982619561d6,910223,True
0282983996af7f6b2a27cfff67fc8982619561d6,722656,True
0282983996af7f6b2a27cfff67fc8982619561d6,793226,True
0282983996af7f6b2a27cfff67fc8982619561d6,1176221,True
0282983996af7f6b2a27cfff67fc8982619561d6,92719900,False
02eae2623eaf23461bbadd9c4f3ae1f659a90809,109735920,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,969349,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,578009,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,2174743,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,2174746,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,111406252,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,3106444,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,17347969,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,120308040,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,99348004,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,110805994,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,37182191,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,117726068,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,79909206,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,110805998,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,2237702,False
02eae2623eaf23461bbadd9c4f3ae1f659a90809,2243341,False
02eae2623eaf23461bbadd9c4f3ae1f659a90809,15220661,False
02eae2623eaf23461bbadd9c4f3ae1f659a90809,917712,False
02eae2623eaf23461bbadd9c4f3ae1f659a90809,15012723,False
02eae2623eaf23461bbadd9c4f3ae1f659a90809,920894,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,3288307,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,2905439,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,68837176,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,90795405,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,110806014,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,105203690,True
02eae2623eaf23461bbadd9c4f3ae1f659a90809,65938188,True
